52;Sports;219;0;252 283 372;252 283 372;0;255 438 709;255 438 709
56;Solidarités;106;0;233 886 792;233 886 792;0;233 886 792;233 886 792
56;Solidarités;137;0;20 264 381;20 264 381;0;20 264 381;20 264 381
56;Solidarités;157;0;10 531 453 198;10 531 453 198;0;10 504 753 198;10 504 753 198
56;Solidarités;304;0;428 181 487;428 181 487;0;453 181 487;453 181 487
57;Économie;110;0;649 461 363;649 461 363;0;1 191 903 953;1 191 903 953
57;Économie;114;0;189 400 000;189 400 000;0;189 400 000;189 400 000
57;Économie;117;0;48 773 000 000;48 773 000 000;0;48 773 000 000;48 773 000 000
57;Économie;134;415 296 541;568 014 986;983 311 527;415 296 541;580 357 403;995 653 944
57;Économie;145;0;773 776 591;773 776 591;0;773 776 591;773 776 591
57;Économie;168;0;185 000 000;185 000 000;0;185 000 000;185 000 000
57;Économie;192;100 675 510;905 127 598;1 005 803 108;100 675 510;881 340 979;982 016 489
57;Économie;220;374 378 749;70 746 045;445 124 794;374 378 749;68 146 045;442 524 794
57;Économie;223;0;41 968 136;41 968 136;0;43 468 136;43 468 136
57;Économie;305;148 500 201;356 605 800;505 106 001;148 500 201;356 605 800;505 106 001
58;Fonction publique;148;249 584;223 278 977;223 528 561;249 584;225 590 627;225 840 211
70;Défense;144;596 825 496;1 306 059 269;1 902 884 765;596 825 496;1 192 167 882;1 788 993 378
70;Défense;146;1 893 664 546;9 889 879 869;11 783 544 415;1 893 664 546;9 068 846 923;10 962 511 469
70;Défense;167;86 770 031;42 249 281;129 019 312;86 770 031;31 249 281;118 019 312
70;Défense;169;0;2 914 602 520;2 914 602 520;0;2 914 602 520;2 914 602 520
70;Défense;178;15 533 878 811;7 365 787 915;22 899 666 726;15 533 878 811;6 670 526 037;22 204 404 848
70;Défense;191;0;192 868 745;192 868 745;0;192 868 745;192 868 745
70;Défense;212;1 171 145 996;2 204 745 977;3 375 891 973;1 171 145 996;1 874 378 100;3 045 524 096
